CLIENTNUM,Attrition_Flag,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Avg_Utilization_Ratio,Total_Ct_Chng_Q4_Q1,Total_Amt_Chng_Q4_Q1,Contact_Level,Customer_Age_Group,Tenure_Group,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Debt_Adjusted_Availability,Recent_Engagement_Index,Engagement_Momentum_Score,Activity_Engagement_Score,Inactivity_Risk_Index,Credit_Stress_Score
708790833,Existing Customer,M,5,Uneducated,Unknown,$120K +,Blue,5,3,0.217,0.68,0.831,Bajo,31–45,25–36 meses,-0.17754727524497543,0.3732585097970836,-0.21660134896289288,-1.2418523261910819,-0.973895181755695,0.2922614131711165,-1.6361439053495677,-2.995779490695058,-4.869475908778475,114.92131344965321,0.26384495238268624
710821833,Existing Customer,M,1,Unknown,Married,$40K - $60K,Blue,6,2,0.174,1.167,1.2404399999999987,Medio,>60,49+ meses,0.12390246591696813,0.520507331964007,0.06945308179133747,-1.1914890296075105,-1.655575531188667,0.4299390562022698,-3.587632176085841,-8.037874632589757,-9.933453187132002,-3.050754497157129,0.15481770462887728
710599683,Existing Customer,M,1,College,Single,$80K - $120K,Blue,3,6,0.0,1.167,1.2404399999999987,Sin contacto,46–60,25–36 meses,0.46504030678877134,-1.4268583411935547,0.6144593456845567,-1.0912081293304876,-2.039020727744714,-1.4268583411935547,-4.418557917022795,-9.899513899614545,-6.117062183234142,-5.774668242686099,0.0
816082233,Existing Customer,M,3,University Professionals,Unknown,$60K - $80K,Blue,5,1,0.195,1.167,1.163,Medio,31–45,25–36 meses,0.053517098146731626,0.6174461398905648,-0.011084021074806412,-1.1928261082778706,-1.357340378311742,0.49704414261190466,-2.9413565998015443,-6.362154325370741,-6.786701891558709,-2.7984522900113045,0.1850942906793154
712396908,Existing Customer,F,2,University Professionals,Married,Less than $40K,Blue,5,2,0.279,0.611,1.19,Bajo,46–60,37–48 meses,-0.7313825048531137,-0.5924483489143222,-0.6693817119663334,-1.0773916497367644,-1.5277604656699848,-0.4271552595672263,-2.4612221101943454,-5.390076421325617,-7.638802328349924,-3.78959799018107,1.038651633049576
714885258,Existing Customer,M,4,Unknown,Unknown,$80K - $120K,Blue,5,1,0.23,1.167,1.2404399999999987,Bajo,31–45,37–48 meses,-0.5004465719135421,-0.23414288164147534,-0.475938527091672,-1.1763354713434269,-1.6129705093491065,-0.18029001886393603,-3.4953070937595134,-7.83102582514256,-8.064852546745533,-1.6313998548835043,0.4604112134331983
709967358,Existing Customer,M,4,University Professionals,Single,$80K - $120K,Blue,6,2,0.078,0.929,1.2404399999999987,Medio,46–60,25–36 meses,2.3825791929000295,1.4714893084587204,2.3777980189643397,-1.0323766678346342,-1.6129705093491065,1.3567131423989403,-3.1114201125344265,-6.970950076926626,-9.677823056094638,-3.2627997097670085,0.023059327085000858
753327333,Existing Customer,M,3,Unknown,Married,$80K - $120K,Blue,4,4,0.095,1.167,0.653,Bajo,31–45,25–36 meses,0.6941780733984464,0.15729357061892932,0.6777843723400734,-1.3189571961818594,-1.868600640386471,0.14235068141013105,-4.049257587717483,-6.693422792496999,-7.474402561545884,-4.605108278783054,0.056074388809338196
806160108,Existing Customer,M,1,High School,Married,$40K - $60K,Blue,2,2,0.788,1.143,1.2404399999999987,Medio,>60,49+ meses,-0.6341530825865644,1.6616857037576631,-0.8081059082907918,-1.1816837860248681,-1.4851554438304242,0.3522773691966245,-3.182688116128599,-7.130621762899154,-2.9703108876608484,-4.122390102869912,2.1539063539778267
709327383,Existing Customer,F,2,University Professionals,Married,Unknown,Blue,6,1,0.08,0.909,0.966,Bajo,31–45,37–48 meses,0.814269896145109,-0.0071342808008018005,0.8150956370353012,-1.2391781688503611,-1.868600640386471,-0.006563538336737657,-3.5671586224977734,-7.013033851830622,-11.211603842318826,-1.1512770696957635,0.044094872637186415
806165208,Existing Customer,M,1,University Professionals,Divorced,$60K - $80K,Blue,5,2,0.086,0.929,0.906,Sin contacto,46–60,37–48 meses,1.650288799094871,0.781873991310296,1.568573540404998,-1.2521032626638442,-1.6129705093491065,0.7146328280576105,-3.1114201125344265,-5.930366734490617,-8.064852546745533,-3.2627997097670085,0.03244929383898494
708508758,Attrited Customer,F,0,University Professionals,Married,Less than $40K,Blue,2,3,0.0,0.6,1.047,Medio,>60,49+ meses,-0.8595275439486703,-1.4268583411935547,-0.7101897463851116,-1.3897064855595243,-2.081625749584275,-1.4268583411935547,-3.33060119933484,-6.817740655038416,-4.16325149916855,-2.7736026080675833,0.0
784725333,Existing Customer,M,3,High School,Married,$40K - $60K,Blue,4,2,0.152,1.167,1.2404399999999987,Bajo,31–45,25–36 meses,-0.4701346252095717,-0.5924483489143222,-0.40811780888860344,-1.3621894065235092,-1.9964157059051533,-0.5023961998793453,-4.326232834696467,-9.692665092167346,-7.985662823620613,-2.007194374945326,0.2868653194410351
811604133,Existing Customer,F,4,Unknown,Single,Less than $40K,Blue,3,3,0.626,0.353,0.573,Bajo,46–60,25–36 meses,-0.7241898395335276,0.4873763469764492,-0.775223135828698,-1.2752792929500893,-1.7833905967073496,0.182278753769192,-2.4129274773450438,-3.7955349218637537,-5.350171790122049,-3.829507288712972,2.269677081298449
789124683,Existing Customer,M,2,Unknown,Married,$80K - $120K,Blue,4,2,0.0,0.75,1.075,Medio,46–60,37–48 meses,0.5248935574838994,-1.4268583411935547,0.6743162674319619,-1.282410379192011,-1.868600640386471,-1.4268583411935547,-3.270051120676324,-6.7853560754033735,-7.474402561545884,-2.302554139391527,0.0
771071958,Existing Customer,F,3,University Professionals,Single,Less than $40K,Blue,6,1,0.215,0.833,0.797,Bajo,31–45,25–36 meses,-0.046538014066798,0.6211273604447379,-0.11153061508010867,-1.308706259709097,-1.8259956185469102,0.4875849779491193,-3.3470499687964863,-6.014648793927287,-10.95597371128146,-1.2106601748798596,0.2254940450400532
720466383,Existing Customer,M,1,High School,Unknown,$40K - $60K,Blue,4,1,0.093,1.167,0.921,Bajo,46–60,37–48 meses,0.854600198115646,0.25914067261771795,0.8275551250385165,-1.2436350977515622,-1.7833905967073496,0.2350405900642702,-3.864607423064826,-7.423910859707531,-7.133562386829398,-1.2765024295709908,0.050145578596665755
804424383,Existing Customer,M,1,Unknown,Married,$60K - $80K,Blue,3,3,0.099,1.0,0.843,Bajo,>60,49+ meses,0.26775577230869235,-0.18751408795528293,0.2874298976826392,-0.9285302244366506,-1.0591052254348166,-0.16895019324770993,-2.118210450869633,-3.9038618609527336,-3.17731567630445,-50.75693355249126,0.07809075072851965
718813833,Existing Customer,F,3,Uneducated,Single,Unknown,Blue,5,2,0.0,1.167,0.525,Bajo,31–45,25–36 meses,0.25298512031311354,-1.4268583411935547,0.4023911529700376,-1.3082605668189768,-1.9964157059051533,-1.4268583411935547,-4.326232834696467,-6.597505072912111,-9.982078529525767,-2.007194374945326,0.0
806624208,Existing Customer,M,4,High School,Married,$40K - $60K,Blue,6,0,0.285,0.9,0.739,Sin contacto,46–60,37–48 meses,-0.4296758827868993,0.24441579040102565,-0.4552583459729333,-1.3113804170498176,-1.144315269113938,0.17475729013673336,-2.174199011316482,-3.7809320806793623,-6.865891614683628,-0.0,0.49971584823145426
778348233,Existing Customer,M,3,Unknown,Married,$80K - $120K,Blue,3,2,0.658,1.167,0.977,Medio,46–60,25–36 meses,-0.6906668815261704,0.7953718000089306,-0.7739386525293974,-1.3145002672806583,-1.698180553028228,0.27201715560305423,-3.6799572584121694,-7.275275499880858,-5.094541659084683,-2.8645885241652365,2.127156649913218
712991808,Existing Customer,M,2,Uneducated,Married,$60K - $80K,Blue,2,5,0.69,1.167,1.2404399999999987,Bajo,46–60,37–48 meses,-0.7294558980710818,0.6468959043239495,-0.7971878002467372,-1.0658036345936417,-1.655575531188667,0.20053773034042438,-3.587632176085841,-8.037874632589757,-3.311151062377334,-7.626886242892823,2.55041597684243
709029408,Existing Customer,M,4,University Professionals,Married,$60K - $80K,Blue,4,1,0.282,1.167,1.2404399999999987,Bajo,31–45,25–36 meses,0.10181070814966763,1.6616857037576631,-0.07209697779158208,-1.0689234848244824,-1.7407855748677887,1.193090335298002,-3.772282340738498,-8.451572247484155,-6.963142299471155,-1.349918294748753,0.25594233012454415
788658483,Existing Customer,F,2,College,Married,Less than $40K,Blue,5,2,0.562,1.0,1.2404399999999987,Medio,46–60,37–48 meses,-0.7038962480961236,0.40148120071241056,-0.7459369166046456,-1.1482568192658604,-1.5703654875095456,0.1758487659120358,-3.1407309750190913,-7.036619305671769,-7.851827437547728,-3.5065235253500995,1.8979833804417348
787937058,Existing Customer,M,0,University Professionals,Married,$80K - $120K,Blue,6,2,0.135,0.714,0.519,Bajo,46–60,49+ meses,0.5683064303056876,0.6542583454322957,0.49988343538694857,-1.2017399660802728,-1.7407855748677887,0.5659334687989357,-2.9837064753233897,-4.53225013601623,-10.444713449206732,-2.699836589497506,0.08608011635435708
715318008,Existing Customer,F,1,College,Single,Less than $40K,Blue,4,2,0.544,0.483,0.51,Bajo,46–60,25–36 meses,-0.5921530547382664,0.9217603723688732,-0.6886489614558415,-1.150039590826341,-0.9312901599161342,0.42032272980020613,-1.3811033071556271,-2.085465993804997,-3.7251606396645367,29.107912310068556,1.3338336999211577
713962233,Existing Customer,F,3,University Professionals,Married,Less than $40K,Blue,6,2,0.757,1.167,1.2404399999999987,Medio,46–60,25–36 meses,-0.6544466740239684,1.392956603303028,-0.8002705601650585,-0.9405639324698933,-1.1869202909534988,0.3384884546026358,-2.5720562704962315,-5.762537750670574,-7.121521745720993,-10.699747950304394,2.190689375834592
785432733,Existing Customer,F,4,High School,Married,Less than $40K,Gold,2,3,0.0,1.167,0.865,Medio,31–45,25–36 meses,0.9379580515515648,-1.4268583411935547,1.0874060964870156,-1.3465901553693056,-1.8259956185469102,-1.4268583411935547,-3.956932505391154,-7.379679122554502,-3.6519912370938203,-3.6319805246395784,0.0
715190283,Existing Customer,F,1,University Professionals,Unknown,$40K - $60K,Blue,3,3,0.241,0.556,1.2404399999999987,Bajo,46–60,49+ meses,-0.5726301060136753,-0.3396712041944371,-0.5370799321383777,-1.124635096089495,-1.5703654875095456,-0.2578104439835778,-2.443488698564853,-5.474489819812636,-4.711096462528637,-5.259785288025149,0.5639143126158336
708300483,Attrited Customer,F,0,University Professionals,Married,Unknown,Blue,5,4,0.077,0.231,1.052,Medio,>60,49+ meses,-0.03189580252335464,-0.6844788627686493,0.03978151757749499,-1.3897064855595243,-2.081625749584275,-0.6317739903354633,-2.5624812977382425,-5.258211622958874,-10.408128747921374,-3.698136810756778,0.07953689303351828
827111283,Existing Customer,M,3,University Professionals,Single,$80K - $120K,Blue,2,2,0.018,0.474,1.042,Bajo,31–45,37–48 meses,2.3825791929000295,-0.7176098477562071,2.3777980189643397,-1.2828560720821311,-1.5703654875095456,-0.7046928704965953,-2.31471872858907,-4.726655643778881,-3.1407309750190913,-3.5065235253500995,0.005321383173461736
758551608,Existing Customer,M,2,Unknown,Married,$40K - $60K,Blue,4,1,0.355,0.556,0.803,Sin contacto,46–60,37–48 meses,-0.2472904407545346,1.2776116926056047,-0.3810152112733621,-1.176781164233547,-1.5703654875095456,0.824059541730615,-2.443488698564853,-4.40561012351243,-6.2814619500381825,-1.7532617626750497,0.47162945606252266
773146383,Existing Customer,F,1,College,Single,$40K - $60K,Silver,3,2,0.145,1.167,1.2404399999999987,Medio,46–60,37–48 meses,1.1782701374970257,1.6616857037576631,1.0044284753522008,-0.9944927721744256,-1.357340378311742,1.420741276712802,-2.9413565998015443,-6.589932980459368,-4.072021134935226,-5.596904580022609,0.06656658304401787
778493808,Existing Customer,M,3,High School,Married,$60K - $80K,Blue,5,2,0.0,1.0,1.214,Bajo,46–60,37–48 meses,-0.5425750402139757,-1.4268583411935547,-0.3932178026167172,-0.9944927721744256,-1.3999454001513025,-1.4268583411935547,-2.799890800302605,-6.198958231869968,-6.999727000756513,-5.00068259128217,0.0
720572508,Existing Customer,F,4,University Professionals,Single,Unknown,Blue,2,3,0.209,0.917,0.977,Medio,31–45,25–36 meses,0.21830619823653716,1.0947777384150081,0.1037487858826619,-1.312717495720178,-1.7833905967073496,0.8659691910862715,-3.4187597738879894,-6.758888072976554,-3.566781193414699,-3.829507288712972,0.17154964844020446
712661433,Existing Customer,M,4,Uneducated,Single,$80K - $120K,Blue,3,2,0.0,1.167,1.2404399999999987,Medio,46–60,25–36 meses,2.3825791929000295,-1.4268583411935547,2.3777980189643397,-1.1335489538918972,-1.5703654875095456,-1.4268583411935547,-3.4029820114331852,-7.624177017695361,-4.711096462528637,-3.5065235253500995,0.0
789172683,Existing Customer,M,2,University Professionals,Married,$60K - $80K,Blue,6,2,0.626,0.588,1.2404399999999987,Sin contacto,46–60,37–48 meses,-0.7510338940298403,0.3278567896289489,-0.7853705538931722,-1.001178165526227,-1.6129705093491065,0.12261843932122687,-2.5613971688463812,-5.738656672970183,-9.677823056094638,-3.2627997097670085,2.514398486334644
738406533,Existing Customer,M,1,University Professionals,Married,$40K - $60K,Blue,3,2,0.793,1.167,1.2404399999999987,Bajo,46–60,49+ meses,-0.7169971742139414,1.051830165282989,-0.8271162611204398,-1.0109834091088694,-1.6129705093491065,0.21772884421357866,-3.4953070937595134,-7.83102582514256,-4.838911528047319,-3.2627997097670085,2.802092162144994
799723908,Existing Customer,M,3,High School,Married,$80K - $120K,Blue,4,3,0.074,0.8,0.787,Medio,46–60,37–48 meses,1.4549308713968239,0.33399215721923736,1.4200872710058556,-1.2347212399491603,-1.6129705093491065,0.30927673758501384,-2.903346916828392,-5.188280940372336,-6.451882037396426,-4.8941995646505125,0.030143414978481633
771490833,Existing Customer,M,1,College,Single,$80K - $120K,Blue,5,1,0.259,0.6,0.624,Bajo,46–60,37–48 meses,-0.43481350087231796,0.07876086546323684,-0.4430557546295782,-1.269039592488408,-1.0591052254348166,0.05836180130825849,-1.6945683606957065,-2.7519790177698273,-5.2955261271740826,-16.91897785083042,0.458255815380843
720756708,Existing Customer,F,3,Unknown,Married,Less than $40K,Blue,6,3,0.591,1.143,1.2404399999999987,Bajo,46–60,37–48 meses,-0.7074925807559167,0.47387853827781456,-0.7571119213085603,-0.9401182395797733,-1.4851554438304242,0.19381632215562616,-3.182688116128599,-7.130621762899154,-8.910932662982546,-6.183585154304868,2.0204615716322705
779471883,Attrited Customer,F,1,University Professionals,Married,Less than $40K,Blue,2,3,0.562,0.9,0.997,Bajo,46–60,37–48 meses,-0.8595275439486703,-0.4353829386029373,-0.8139759969685952,-1.3897064855595243,-1.9538106840655924,-0.19069772710808652,-3.7122402997246255,-7.4133438785500765,-3.907621368131185,-3.1452782508291692,4.000784323117699
711525033,Existing Customer,F,0,High School,Married,Less than $40K,Blue,3,4,0.687,1.167,1.224,Bajo,>60,49+ meses,-0.6369787725335447,1.2469348546541623,-0.7675162360328946,-0.9098111230516064,-1.144315269113938,0.39029060950675276,-2.4797311881699033,-5.514922162489865,-3.432945807341814,-27.717094833825033,1.89245131695083
712813458,Existing Customer,M,2,Unknown,Married,$120K +,Blue,4,2,0.127,0.25,0.664,Sin contacto,46–60,25–36 meses,1.4941052092981417,1.6616857037576631,1.3202829186502036,-1.1469197405955003,-1.2721303346326203,1.45065161938044,-1.5901629182907753,-2.64603109603585,-5.088521338530481,-7.349419544498881,0.050920065250871546
714374133,Attrited Customer,M,2,University Professionals,Married,$120K +,Blue,1,3,0.0,0.364,1.041,Medio,46–60,25–36 meses,0.981114043469082,-1.4268583411935547,1.1305647353435138,-1.3897064855595243,-2.1242307714238358,-1.4268583411935547,-2.8974507722221117,-5.913697026105329,-2.1242307714238358,-2.668491270880717,0.0
717891558,Existing Customer,F,4,University Professionals,Unknown,Less than $40K,Blue,6,4,0.667,0.6,0.678,Bajo,46–60,25–36 meses,-0.6206668351123403,1.272703398533374,-0.7539007130603089,-1.3082605668189768,-1.3999454001513025,0.42381023171161347,-2.239912640242084,-3.758573410326217,-8.399672400907814,-10.00136518256434,1.758348759717684
716632758,Existing Customer,F,3,University Professionals,Single,Less than $40K,Blue,2,2,0.843,0.6,0.75,Sin contacto,46–60,25–36 meses,-0.6843732993715325,1.4727163819767781,-0.8385481624842146,-1.1999571945197922,-1.0591052254348166,0.23121647197035422,-1.6945683606957065,-2.9654946312174864,-2.118210450869633,-33.83795570166084,2.6708766980785867
768563658,Existing Customer,M,2,Uneducated,Married,$40K - $60K,Blue,4,2,0.422,1.167,1.107,Medio,46–60,49+ meses,-0.4716759106351973,0.8800398727549116,-0.563797184763829,-1.1424628116942992,-1.5277604656699848,0.508663046452339,-3.3106569291068566,-6.975554149628148,-6.111041862679939,-3.78959799018107,0.7987521456902811
711427458,Existing Customer,F,5,University Professionals,Married,Unknown,Blue,4,1,0.156,1.083,1.2404399999999987,Bajo,31–45,25–36 meses,-0.23855649000932277,-0.22678044053312918,-0.21480307234387214,-1.1714328495521058,-1.698180553028228,-0.19140269180996103,-3.537310091957799,-7.925131022425926,-6.792722212112912,-1.4322942620826182,0.20487402933135512
714091983,Existing Customer,M,2,High School,Single,$60K - $80K,Blue,4,4,0.525,1.167,0.69,Medio,31–45,25–36 meses,-0.6157860979311925,0.7242015359615843,-0.6916032730442327,-1.256560191565045,-1.6129705093491065,0.34399572958175256,-3.4953070937595134,-5.907068988453577,-6.451882037396426,-6.525599419534017,1.3664263504603218
787584108,Existing Customer,M,3,Unknown,Married,$80K - $120K,Blue,4,2,0.587,0.833,0.901,Medio,46–60,37–48 meses,-0.6029420527176457,1.046921871210758,-0.7125403508228315,-1.2882043867635724,-1.357340378311742,0.4323787328100431,-2.488004913445423,-4.729697340459749,-5.429361513246968,-5.596904580022609,1.4783736329110038
712030833,Attrited Customer,M,2,University Professionals,Married,$60K - $80K,Silver,2,4,0.0,0.5,0.763,Medio,46–60,25–36 meses,2.3825791929000295,-1.4268583411935547,2.3777980189643397,-1.3897064855595243,-2.1242307714238358,-1.4268583411935547,-3.1863461571357536,-5.617528275030334,-4.2484615428476715,-3.557988361174289,0.0
711481533,Existing Customer,M,1,High School,Divorced,$60K - $80K,Blue,5,3,0.211,1.154,0.944,Medio,31–45,25–36 meses,-0.2831253269003302,0.10821062989662152,-0.29444103690050566,-1.19059764382727,-1.5703654875095456,0.08537818698843438,-3.382567260095561,-6.575710753625771,-7.851827437547728,-5.259785288025149,0.2943331769382566
710082708,Existing Customer,M,4,University Professionals,Single,$120K +,Blue,2,4,0.088,0.733,0.997,Bajo,31–45,25–36 meses,2.0327844655542946,1.1524501937637197,1.9123012712978227,-1.2084253594320742,-1.655575531188667,1.0510345767125124,-2.8691123955499602,-5.72961745391327,-3.311151062377334,-6.101508994314258,0.02901623936665623
708155733,Existing Customer,M,2,High School,Single,$120K +,Blue,4,2,0.111,0.917,0.989,Bajo,46–60,37–48 meses,0.8481781755088726,0.5781797873127187,0.7877361427601997,-1.202631351860513,-1.7833905967073496,0.5140018309210069,-3.4187597738879894,-6.799913190263211,-7.133562386829398,-2.5530048591419816,0.06005914444338546
788979258,Existing Customer,M,4,Uneducated,Single,$80K - $120K,Silver,4,1,0.044,0.6,0.592,Medio,46–60,37–48 meses,2.3825791929000295,0.43215803866385294,2.3777980189643397,-1.2008485803000324,-1.3999454001513025,0.4131430849626434,-2.239912640242084,-3.5659409232653982,-5.59978160060521,-2.500341295641085,0.013007825535128689
807986133,Existing Customer,M,2,College,Married,$60K - $80K,Blue,5,3,0.276,0.667,0.62,Medio,46–60,49+ meses,-0.1986115093951922,0.8027342411172768,-0.28262379054694065,-1.1741070068928263,-1.2721303346326203,0.5811795905689083,-2.120641267832578,-3.4354388538887766,-6.360651673163101,-11.024129316748322,0.3444022508879593
788730933,Existing Customer,F,2,Uneducated,Single,Less than $40K,Blue,6,3,0.704,0.556,1.004,Medio,31–45,0–24 meses,-0.7765935440047985,0.3744855833151413,-0.815812808086595,-1.2726051356093688,-1.5703654875095456,0.11084773266128184,-2.443488698564853,-4.896751351923966,-9.422192925057274,-5.259785288025149,3.1512070538154955
711314058,Existing Customer,M,2,University Professionals,Married,$60K - $80K,Blue,2,2,0.656,1.167,1.2404399999999987,Bajo,46–60,25–36 meses,-0.8275844035025793,-0.06848795670368654,-0.820436947964077,-1.0328223607247542,-2.039020727744714,-0.023559857106068168,-4.418557917022795,-9.899513899614545,-4.078041455489428,-1.9248894142286996,3.8047602034066204
717975333,Existing Customer,M,2,University Professionals,Married,$80K - $120K,Blue,6,2,0.053,1.167,1.072,Bajo,46–60,37–48 meses,2.2052799927722284,0.2051494378231794,2.183969489099887,-1.3897064855595243,-2.1242307714238358,0.1942765176185509,-4.603208081675452,-9.537847145231536,-12.745384628543015,-1.7789941805871445,0.016535216929414207
715971108,Existing Customer,M,4,University Professionals,Single,$120K +,Blue,3,2,0.051,1.05,1.2404399999999987,Medio,46–60,37–48 meses,2.3825791929000295,0.7364722711421613,2.3777980189643397,-1.0863055075391665,-1.0165002035952557,0.6989121853139111,-2.083825417370274,-4.668685818093054,-3.049500610785767,-121.21062558131443,0.015077252324808253
720096558,Existing Customer,F,2,University Professionals,Married,Less than $40K,Blue,5,3,0.467,0.286,0.758,Medio,46–60,37–48 meses,-0.7596394043229168,-0.15806432352189825,-0.7431110533461844,-1.0907624364403674,-1.2295253127930597,-0.08424828443717175,-1.5811695522518747,-2.779696072858796,-6.147626563965298,-13.070453813975648,1.9429141398342995
719580033,Existing Customer,M,1,University Professionals,Unknown,$60K - $80K,Blue,4,2,0.698,0.4,0.769,Medio,46–60,37–48 meses,-0.6705017305409019,1.0641009004635658,-0.7819024489850608,-1.2173392172344761,-1.868600640386471,0.3213584719399969,-2.616040896541059,-4.627776345981134,-7.474402561545884,-2.302554139391527,2.118372278998101
820582308,Existing Customer,M,5,Uneducated,Married,$80K - $120K,Blue,6,2,0.067,0.522,0.414,Bajo,31–45,37–48 meses,1.8986926335248662,0.448109994398603,1.8519305562306974,-1.1558335983979022,-1.2721303346326203,0.41808662477389663,-1.936182369310848,-2.737761870205539,-7.632782007795722,-7.349419544498881,0.023113868378147672
789973308,Existing Customer,M,1,College,Single,$60K - $80K,Blue,3,3,0.079,1.167,1.2404399999999987,Medio,31–45,25–36 meses,2.0783808260623857,0.9438476956939117,1.979736644511101,-1.1794553215742676,-1.7407855748677887,0.8692837277340927,-3.772282340738498,-8.451572247484155,-5.222356724603366,-4.0497548842462585,0.02566284175471895
712876233,Existing Customer,M,2,University Professionals,Single,$80K - $120K,Blue,5,3,0.287,0.435,0.857,Bajo,46–60,25–36 meses,-0.3671253825969263,0.43215803866385294,-0.41235660377629524,-1.202631351860513,-1.357340378311742,0.3081286815673272,-1.9477834428773497,-3.6170338534232385,-6.786701891558709,-8.395356870033913,0.4534863495990258
804595158,Existing Customer,F,4,University Professionals,Single,Less than $40K,Blue,6,4,0.36,1.167,0.475,Bajo,31–45,25–36 meses,-0.1451802813068375,1.6616857037576631,-0.319103116247076,-1.2815189934117708,-1.7833905967073496,1.0634788504049044,-3.864607423064826,-5.700295949020619,-10.700343580244098,-5.106009718283963,0.42114143149430777
714826758,Existing Customer,F,3,Uneducated,Single,Less than $40K,Blue,4,4,0.256,0.966,0.751,Bajo,31–45,25–36 meses,-0.1402995441256897,0.7831010648283536,-0.22225307547981527,-0.7346538172344066,-0.33481985416228355,0.5826271922322951,-0.6582558332830495,-1.1526059640786195,-1.3392794166491342,6.013408585673387,0.2977781368507587
